app,date,campaign,os,installs,spend,cpi
auto,2019-02-28,RU_comm,ios,0.000,0.000,0.000
auto,2019-02-28,SPB,ios,0.000,0.000,0.000
auto,2019-03-01,MSK_SPB,ios,0.000,28.010,28.010
auto,2019-03-01,RU,ios,17.000,1530.910,90.054
auto,2019-03-01,RU,macos,0.000,0.000,0.000
auto,2019-03-01,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-01,SPB,ios,0.000,0.000,0.000
auto,2019-03-02,MSK_SPB,ios,0.000,27.110,27.110
auto,2019-03-02,RU,ios,16.000,1198.080,74.880
auto,2019-03-02,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-02,SPB,ios,0.000,0.000,0.000
auto,2019-03-03,MSK_SPB,ios,0.000,14.940,14.940
auto,2019-03-03,RU,ios,22.000,1668.120,75.824
auto,2019-03-03,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-03,SPB,ios,0.000,0.000,0.000
auto,2019-03-04,MSK_SPB,ios,0.000,19.820,19.820
auto,2019-03-04,RU,ios,27.000,1969.180,72.933
auto,2019-03-04,RU,unknown,0.000,0.000,0.000
auto,2019-03-04,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-04,SPB,ios,0.000,0.000,0.000
auto,2019-03-05,MSK_SPB,ios,1.000,27.350,27.350
auto,2019-03-05,RU,ios,25.000,1451.000,58.040
auto,2019-03-05,RU,macos,0.000,0.000,0.000
auto,2019-03-05,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-05,SPB,ios,0.000,0.000,0.000
auto,2019-03-06,MSK_SPB,ios,0.000,22.390,22.390
auto,2019-03-06,RU,ios,21.000,1350.770,64.322
auto,2019-03-06,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-06,SPB,ios,0.000,0.000,0.000
auto,2019-03-07,MSK_SPB,ios,0.000,44.170,44.170
auto,2019-03-07,RU,ios,19.000,1699.490,89.447
auto,2019-03-07,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-07,SPB,ios,0.000,0.000,0.000
auto,2019-03-08,MSK_SPB,ios,0.000,42.310,42.310
auto,2019-03-08,RU,ios,18.000,1480.810,82.267
auto,2019-03-08,RU,windows,0.000,0.000,0.000
auto,2019-03-08,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-08,SPB,ios,0.000,0.000,0.000
auto,2019-03-09,MSK_SPB,ios,0.000,43.580,43.580
auto,2019-03-09,RU,ios,33.000,2012.020,60.970
auto,2019-03-09,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-09,SPB,ios,0.000,0.000,0.000
auto,2019-03-10,MSK_SPB,ios,2.000,29.720,14.860
auto,2019-03-10,RU,ios,34.000,2317.760,68.169
auto,2019-03-10,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-10,SPB,ios,0.000,0.000,0.000
auto,2019-03-11,MSK_SPB,ios,1.000,7.430,7.430
auto,2019-03-11,RU,ios,7.000,743.390,106.199
auto,2019-03-11,RU_comm,ios,0.000,0.000,0.000
auto,2019-03-11,SPB,ios,0.000,0.000,0.000
